Institution_Name,Branch_Name,Address,City,State,ZIP_Code,County_Name,County_FIPS_Code,Branch_ID,FDIC_ID,Total_Deposits_Millions,Est_Year,Geographic_Coordinates
U.S. Bank National Association,BALDWIN HILLS BRANCH,3605 S La Brea Ave,Los Angeles,CA,90016,Los Angeles,,366226,366226,,12/18/2002,
Shinhan Bank America,CALIFORNIA REGIONAL OFFICE/OLYMPIC BRANCH,3000 W Olympic Blvd,Los Angeles,CA,90006,Los Angeles,,39611,39611,,10/03/1988,
MidFirst Bank,CENTURY CITY BRANCH,1875 Century Park E,Los Angeles,CA,90067,Los Angeles,,419238,419238,,03/01/2004,
U.S. Bank National Association,US BANK TOWER BRANCH,633 W 5th St,Los Angeles,CA,90071,Los Angeles,,422976,422976,,08/08/2003,
"Citibank, National Association",LOS ANGELES-MIRACLE MILE BRANCH,5670 Wilshire Blvd,Los Angeles,CA,90036,Los Angeles,,42474,42474,,02/01/1936,
United Business Bank,LOS ANGELES BRANCH,3333 Wilshire Blvd,Los Angeles,CA,90010,Los Angeles,,428185,428185,,05/10/2004,
Commonwealth Business Bank,Commonwealth Business Bank,3435 Wilshire Blvd,Los Angeles,CA,90010,Los Angeles,,428711,428711,,03/03/2005,
Banc of California,LOS ANGELES MAIN BRANCH,900 Wilshire Blvd,Los Angeles,CA,90017,Los Angeles,,429970,429970,,05/23/2005,
U.S. Bank National Association,LOS FELIZ BRANCH,1702 N Vermont Ave,Los Angeles,CA,90027,Los Angeles,,430579,430579,,04/26/2004,
"Wells Fargo Bank, National Association",PALMS BRANCH,11116 Palms Blvd,Los Angeles,CA,90034,Los Angeles,,431060,431060,,08/27/2003,
U.S. Bank National Association,WEST THIRD STREET VONS BRANCH,3461 W 3rd St,Los Angeles,CA,90020,Los Angeles,,431936,431936,,08/30/2004,
"Wells Fargo Bank, National Association",GLENDALE GATEWAY BRANCH,2933 Los Feliz Blvd,Los Angeles,CA,90039,Los Angeles,,431980,431980,,07/19/2004,
OneUnited Bank,CRENSHAW BRANCH,3683 Crenshaw Blvd,Los Angeles,CA,90016,Los Angeles,,43210,43210,,12/30/1948,
Open Bank,Open Bank,1000 Wilshire Blvd,Los Angeles,CA,90017,Los Angeles,,432260,432260,,06/10/2005,
"Wells Fargo Bank, National Association",CULVER CITY BRANCH,3321 S La Cienega Boulevard,Los Angeles,CA,90016,Los Angeles,,437865,437865,,12/20/2004,
City National Bank,BUNKER HILL BRANCH,350 S Grand Ave,Los Angeles,CA,90071,Los Angeles,,445296,445296,,09/12/2005,
Enterprise Bank & Trust,DOWNTOWN LOS ANGELES BRANCH,550 S Hope St,Los Angeles,CA,90071,Los Angeles,,446922,446922,,11/07/2006,
U.S. Bank National Association,LARCHMONT BRANCH,157 N Larchmont Blvd,Los Angeles,CA,90004,Los Angeles,,44899,44899,,01/01/1979,
Hanmi Bank,KOREATOWN GALLERIA BRANCH,3250 W Olympic Blvd,Los Angeles,CA,90006,Los Angeles,,44930,44930,,01/01/1978,
Eastern International Bank,Eastern International Bank,688 New High St,Los Angeles,CA,90012,Los Angeles,,45111,45111,,02/26/1985,
Comerica Bank,BRENTWOOD BRANCH,12001 San Vicente Blvd,Los Angeles,CA,90049,Los Angeles,,453370,453370,,08/15/2005,
Comerica Bank,LOS ANGELES-CRENSHAW BRANCH,3825 Crenshaw Blvd,Los Angeles,CA,90008,Los Angeles,,453379,453379,,06/23/2006,
Israel Discount Bank of New York,DOWNTOWN LOS ANGELES BRANCH,888 S Figueroa St,Los Angeles,CA,90017,Los Angeles,,453753,453753,,08/15/2005,
Commonwealth Business Bank,DOWNTOWN CENTER,1001 Towne Ave,Los Angeles,CA,90021,Los Angeles,,454684,454684,,08/09/2006,
PCB Bank,DOWNTOWN FASHION DISTRICT BRANCH,777 E 12th St Ste 200,Los Angeles,CA,90021,Los Angeles,,456245,456245,,11/01/2006,
Woori America Bank,OLYMPIC BRANCH,3360 W Olympic Blvd,Los Angeles,CA,90019,Los Angeles,,456480,456480,,11/20/2006,
"Wells Fargo Bank, National Association",MIDTOWN PLAZA BRANCH,4700 W Pico Blvd,Los Angeles,CA,90019,Los Angeles,,459406,459406,,12/18/2006,
"Bank of America, National Association",FRANKLIN AND HILLHURST BRANCH,4510 Franklin Ave,Los Angeles,CA,90027,Los Angeles,,464190,464190,,04/16/2007,
"JPMorgan Chase Bank, National Association",LOS ANGELES - GAGE CENTER BRANCH,1435 W Gage Ave,Los Angeles,CA,90047,Los Angeles,,464382,464382,,11/22/2004,
"JPMorgan Chase Bank, National Association",LEIMERT PARK BRANCH,3738 Crenshaw Blvd,Los Angeles,CA,90016,Los Angeles,,464384,464384,,03/31/2006,
PCB Bank,OLYMPIC BRANCH,2730 W Olympic Blvd,Los Angeles,CA,90006,Los Angeles,,464828,464828,,06/28/2007,
U.S. Bank National Association,LA/VERMONT BRANCH,2604 S Vermont Ave,Los Angeles,CA,90007,Los Angeles,,464892,464892,,02/08/1999,
U.S. Bank National Association,WESTCHESTER RALPHS BRANCH,8824 S Sepulveda Blvd,Los Angeles,CA,90045,Los Angeles,,464909,464909,,11/15/2002,
U.S. Bank National Association,MIRACLE MILE BRANCH,5670 Wilshire Blvd,Los Angeles,CA,90036,Los Angeles,,465773,465773,,06/18/2007,
Comerica Bank,CENTURY CITY BRANCH,2000 Avenue Of The Stars,Los Angeles,CA,90067,Los Angeles,,466333,466333,,04/24/2007,
Comerica Bank,HOLLYWOOD BRANCH,6255 W Sunset Blvd,Los Angeles,CA,90028,Los Angeles,,466337,466337,,10/02/2006,
"Citibank, National Association",LOS ANGELES-CHINATOWN BRANCH,800 N Hill St,Los Angeles,CA,90012,Los Angeles,,467901,467901,,10/01/2006,
Royal Business Bank,Royal Business Bank,1055 Wilshire Blvd,Los Angeles,CA,90017,Los Angeles,,469176,469176,,11/18/2008,
Preferred Bank,Preferred Bank,601 S Figueroa St,Los Angeles,CA,90017,Los Angeles,,47419,47419,,12/23/1991,
"Mizrahi Tefahot Bank, Ltd.","Mizrahi Tefahot Bank, Ltd.",633 W 5th St,Los Angeles,CA,90071,Los Angeles,,47745,47745,,06/01/1923,
Habib American Bank,LOS ANGELES BRANCH,928 S Broadway,Los Angeles,CA,90015,Los Angeles,,47746,47746,,07/18/1990,
U.S. Bank National Association,SAN FERNANDO SUPER KING MARKET BRANC,2716 N San Fernando Rd,Los Angeles,CA,90065,Los Angeles,,482595,482595,,02/20/2008,
Comerica Bank,LOS ANGELES KOREATOWN BANKING CENTER,635 S Hobart Blvd,Los Angeles,CA,90005,Los Angeles,,489578,489578,,12/16/2008,
"JPMorgan Chase Bank, National Association",SANTA MONICA SALTAIR BRANCH,11975 Santa Monica Blvd,Los Angeles,CA,90025,Los Angeles,,494186,494186,,03/31/2009,
Mechanics Bank,LOS ANGELES BRANCH,1118 N Vermont Ave,Los Angeles,CA,90029,Los Angeles,,495366,495366,,07/24/2006,
"JPMorgan Chase Bank, National Association",BRENTWOOD BRANCH,11770 San Vicente Blvd,Los Angeles,CA,90049,Los Angeles,,499323,499323,,11/02/2009,
Commercial Bank of California,FAIRFAX BRANCH,145 S Fairfax Ave Ste 100,Los Angeles,CA,90036,Los Angeles,,507784,507784,,03/31/2023,
"JPMorgan Chase Bank, National Association",WILSHIRE HAUSER BRANCH,5600 Wilshire Blvd,Los Angeles,CA,90036,Los Angeles,,510830,510830,,06/22/2010,
Western Alliance Bank,DOWNTOWN LOS ANGELES BRANCH,601 W 5th St,Los Angeles,CA,90071,Los Angeles,,511943,511943,,08/11/2010,
City National Bank,BRENTWOOD BRANCH,11677 San Vicente Blvd,Los Angeles,CA,90049,Los Angeles,,518709,518709,,04/04/2011,
State Bank of India (California),LOS ANGELES BRANCH,707 Wilshire Blvd,Los Angeles,CA,90017,Los Angeles,,520224,520224,,09/03/1982,
"JPMorgan Chase Bank, National Association",JEFFERSON AND FIGUEROA BRANCH,3335 S Figueroa St,Los Angeles,CA,90007,Los Angeles,,521718,521718,,08/24/2010,
"JPMorgan Chase Bank, National Association",COLORADO AND EAGLE ROCK BRANCH,2175 Colorado Blvd,Los Angeles,CA,90041,Los Angeles,,532387,532387,,07/01/2011,
"JPMorgan Chase Bank, National Association",LOS FELIZ AND HILLHURST BRANCH,4500 Los Feliz Blvd,Los Angeles,CA,90027,Los Angeles,,532392,532392,,07/12/2011,
"JPMorgan Chase Bank, National Association",HOLLYWOOD AND WESTERN BRANCH,5445 Hollywood Blvd,Los Angeles,CA,90027,Los Angeles,,532622,532622,,12/16/2011,
Banc of California,CENTURY CITY BRANCH,1880 Century Park E,Los Angeles,CA,90067,Los Angeles,,532644,532644,,01/12/2012,
"Wilmington Trust, National Association",LOS ANGELES OFFICE,10250 Constellation Blvd,Los Angeles,CA,90067,Los Angeles,,533518,533518,,07/01/2011,
"JPMorgan Chase Bank, National Association",SUNSET & ORANGE GROVE BANKING CENTER BRANCH,7833 W Sunset Blvd,Los Angeles,CA,90046,Los Angeles,,535268,535268,,11/07/2012,
"JPMorgan Chase Bank, National Association",PICO & LA CIENEGA BANKING CNETER BRANCH,6161 W Pico Blvd,Los Angeles,CA,90035,Los Angeles,,535663,535663,,11/13/2012,
U.S. Bank National Association,OLYMPIC & FIGUEROA BRANCH,710 W Olympic Blvd,Los Angeles,CA,90015,Los Angeles,,537821,537821,,11/19/2012,
"Wells Fargo Bank, National Association",LSG LOS ANGELES PB OFFICE,707 Wilshire Blvd,Los Angeles,CA,90017,Los Angeles,,540581,540581,,06/24/2013,
"JPMorgan Chase Bank, National Association",LOS FELIZ AND SENECA AVE BRANCH,2915 Los Feliz Blvd,Los Angeles,CA,90039,Los Angeles,,541230,541230,,09/04/2012,
"JPMorgan Chase Bank, National Association",OLYMPIC AND NORMANDIE BRANCH,2970 W Olympic Blvd,Los Angeles,CA,90006,Los Angeles,,541231,541231,,09/06/2012,
"Citibank, National Association",WILSHIRE AND WESTWOOD BRANCH,10900 Wilshire Blvd,Los Angeles,CA,90024,Los Angeles,,541290,541290,,04/22/2013,
"Citibank, National Association",PRIVATE BANK BRANCH - LOS ANGELES BRANCH,300 S Grand Ave,Los Angeles,CA,90071,Los Angeles,,541301,541301,,07/01/2012,
First Foundation Bank,WESTWOOD OFFICE,10850 Wilshire Blvd,Los Angeles,CA,90024,Los Angeles,,541335,541335,,10/18/2012,
Banner Bank,LOS ANGELES BRANCH,7182 Beverly Blvd,Los Angeles,CA,90036,Los Angeles,,543537,543537,,09/30/2013,
"JPMorgan Chase Bank, National Association",FIRST AND SAN PEDRO BANKING CENTER,100 S San Pedro St,Los Angeles,CA,90012,Los Angeles,,546051,546051,,11/12/2013,
Open Bank,AROMA BRANCH,3680 Wilshire Blvd,Los Angeles,CA,90010,Los Angeles,,550059,550059,,10/15/2013,
Open Bank,FASHION DISTRICT BRANCH,"747 E. 10th Street, #310 & 311",Los Angeles,CA,90021,Los Angeles,,550062,550062,,11/01/2012,
Bank of Hope,OLYMPIC WESTERN,3267 W Olympic Blvd,Los Angeles,CA,90006,Los Angeles,,550614,550614,,01/06/2014,
Valley National Bank,LOS ANGELES BRANCH,555 W 5th St,Los Angeles,CA,90013,Los Angeles,,557408,557408,,06/02/2014,
"JPMorgan Chase Bank, National Association",VENICE AND SAN VICENTE BRANCH,4550 W Pico Blvd,Los Angeles,CA,90019,Los Angeles,,557640,557640,,11/20/2013,
Banc of California,LOS ANGELES - LOAN PRODUCTION OFFICE,601 S Figueroa St Ste 1850,Los Angeles,CA,90017,Los Angeles,,558806,558806,,10/14/2013,
U.S. Bank National Association,LOS ANGELES - ABRAHAM LINCOLN HS,3501 N Broadway,Los Angeles,CA,90031,Los Angeles,,558809,558809,,03/10/2014,
U.S. Bank National Association,LOS ANGELES-CRENSHAW HIGH SCHOOL BRANCH,5010 11th Ave,Los Angeles,CA,90043,Los Angeles,,558810,558810,,03/10/2014,
First Western Trust Bank,FIRST WESTERN TRUST BANK CENTURY CITY BRANCH,1901 Avenue Of The Stars,Los Angeles,CA,90067,Los Angeles,,559610,559610,,08/25/2014,
"Wells Fargo Bank, National Association",EAGLE ROCK BRANCH,7315 N Figueroa St,Los Angeles,CA,90041,Los Angeles,,563279,563279,,12/15/2014,
"JPMorgan Chase Bank, National Association",CENTRAL AND SLAUSON,5857 S Central Ave,Los Angeles,CA,90001,Los Angeles,,563400,563400,,12/18/2014,
"Wells Fargo Bank, National Association",KOREATOWN BRANCH,3150 Wilshire Blvd,Los Angeles,CA,90010,Los Angeles,,567470,567470,,03/30/2015,
Open Bank,OLYMPIC BRANCH,3030 W Olympic Blvd,Los Angeles,CA,90006,Los Angeles,,570007,570007,,07/14/2014,
Citizens Business Bank,CENTURY CITY BRANCH,1900 Avenue Of The Stars,Los Angeles,CA,90067,Los Angeles,,570192,570192,,08/06/2014,
"BNY Mellon, National Association",CENTURY CITY OFFICE BRANCH,2029 Century Park E,Los Angeles,CA,90067,Los Angeles,,570377,570377,,07/01/2007,
Open Bank,WESTERN BRANCH,550 S Western Ave,Los Angeles,CA,90020,Los Angeles,,572511,572511,,09/29/2015,
Wallis Bank,WALL STREET BRANCH,855 Wall St,Los Angeles,CA,90014,Los Angeles,,573477,573477,,10/01/2015,
PCB Bank,WESTERN OFFICE,450 S Western Ave,Los Angeles,CA,90020,Los Angeles,,580606,580606,,07/28/2016,
PCB Bank,LITTLE TOKYO BRANCH,333 S Alameda St,Los Angeles,CA,90013,Los Angeles,,581780,581780,,08/15/2016,
"Wells Fargo Bank, National Association",SILVER LAKE BRANCH,2544 Glendale Blvd,Los Angeles,CA,90039,Los Angeles,,582572,582572,,09/26/2016,
"Wells Fargo Bank, National Association",8TH & GRAND BRANCH,750 S Grand Ave,Los Angeles,CA,90017,Los Angeles,,585163,585163,,12/05/2016,
US Metro Bank,WILSHIRE BRANCH,3580 Wilshire Blvd Ste 101,Los Angeles,CA,90010,Los Angeles,,587546,587546,,04/03/2017,
Commonwealth Business Bank,COMMONWEALTH BUSINESS BANK OLYMPIC BRANCH,3121 W Olympic Blvd,Los Angeles,CA,90006,Los Angeles,,591787,591787,,07/05/2017,
US Metro Bank,DOWNTOWN LA,807 E 12th St,Los Angeles,CA,90021,Los Angeles,,593142,593142,,11/01/2017,
Bank OZK,LOS ANGELES RESG,1999 Avenue Of The Stars,Los Angeles,CA,90067,Los Angeles,,596688,596688,,04/27/2018,
City National Bank,CRENSHAW DISTRICT BRANCH,3739 Crenshaw Blvd,Los Angeles,CA,90016,Los Angeles,,603047,603047,,10/25/2017,
MidFirst Bank,DOWNTOWN LOS ANGELES BRANCH,1320 E 7th St,Los Angeles,CA,90021,Los Angeles,,607271,607271,,12/03/2018,
"JPMorgan Chase Bank, National Association",GRAND AND 11TH,1050 S Grand Ave,Los Angeles,CA,90015,Los Angeles,,607737,607737,,12/18/2018,
Commercial Bank of California,LOS ANGELES BRANCH,915 Wilshire Blvd,Los Angeles,CA,90017,Los Angeles,,607920,607920,,01/14/2019,
"EverBank, National Association",KOREATOWN BRANCH,3640 Wilshire Blvd,Los Angeles,CA,90010,Los Angeles,,613530,613530,,03/20/2019,
Poppy Bank,LOS ANGELES/WESTWOOD,10861 Weyburn Ave,Los Angeles,CA,90024,Los Angeles,,614424,614424,,06/24/2019,
American Business Bank,American Business Bank,400 S Hope St,Los Angeles,CA,90071,Los Angeles,,61562,61562,,09/28/1998,
City National Bank,HOLLYWOOD BRANCH,1601 Vine St,Los Angeles,CA,90028,Los Angeles,,617398,617398,,10/16/2019,
"Wells Fargo Bank, National Association",CRENSHAW & SLAUSON BRANCH,3290 W Slauson Ave,Los Angeles,CA,90043,Los Angeles,,619392,619392,,10/28/2019,
First IC Bank,LA BRANCH,3345 Wilshire Blvd Ste 10,Los Angeles,CA,90010,Los Angeles,,628136,628136,,03/31/2023,
First-Citizens Bank & Trust Company,JORDAN DOWNS BRANCH,9950 Laurel St,Los Angeles,CA,90002,Los Angeles,,632020,632020,,02/22/2021,
Banc of California,BRENTWOOD BRANCH,11611 San Vicente Blvd,Los Angeles,CA,90049,Los Angeles,,634446,634446,,05/17/2021,
"California Bank of Commerce, National Association",WEST L.A. BRANCH,1640 S Sepulveda Blvd Ste 130,Los Angeles,CA,90025,Los Angeles,,637302,637302,,03/22/2021,
"JPMorgan Chase Bank, National Association",LA LIVE BRANCH,1200 S Figueroa St,Los Angeles,CA,90015,Los Angeles,,638734,638734,,10/01/2021,
Citizens Business Bank,CENTURY CITY BUSINESS FINANCIAL CENTER BRANCH,1880 Century Park E,Los Angeles,CA,90067,Los Angeles,,640790,640790,,11/01/2021,
"JPMorgan Chase Bank, National Association",WESTWOOD VILLAGE BRANCH,10929 Wilshire Blvd,Los Angeles,CA,90024,Los Angeles,,650133,650133,,08/18/2022,
East West Bank,DOWNTOWN LOS ANGELES BRANCH,888 W 6th St,Los Angeles,CA,90017,Los Angeles,,654722,654722,,02/13/2023,
US Metro Bank,OLYMPIC BRANCH,2800 W. Olympic Blvd.,Los Angeles,CA,90006,Los Angeles,,663139,663139,,12/19/2023,
Mechanics Bank,HOLLYWOOD BLVD. BRANCH,4850 Hollywood Blvd. Suite R5,Los Angeles,CA,90027,Los Angeles,,663611,663611,,02/20/2024,
Southwestern National Bank,WILSHIRE BRANCH,"3530 Wilshire Boulevard, Suite #1520",Los Angeles,CA,90010,Los Angeles,,665365,665365,,02/12/2024,
"Sunflower Bank, National Association",LOS ANGELES CENTURY PARK BRANCH,1888 Century Park E,Los Angeles,CA,90067,Los Angeles,,674373,674373,,04/25/2025,
PCB Bank,PCB BANK WESTERN BRANCH,928 S. Western Ave.,Los Angeles,CA,90006,Los Angeles,,675179,675179,,05/19/2025,
Columbia Bank,CRENSHAW FINANCIAL HUB BRANCH,3000 Crenshaw Blvd,Los Angeles,CA,90016,Los Angeles,,677503,677503,,09/22/2025,
"Hana Bank USA, National Association",LOS ANGELES BRANCH,3194 W Olympic Blvd,Los Angeles,CA,90006,Los Angeles,,677592,677592,,08/11/2025,
BMO Bank National Association,LOS ANGELES-6200 W SUNSET BLVD BRANCH,6200 W Sunset Blvd,Los Angeles,CA,90028,Los Angeles,,677594,677594,,09/29/2025,
BMO Bank National Association,LOS ANGELES - 8492 SOUTH VERMONT AVENUE BRANCH,8492 S Vermont Ave,Los Angeles,CA,90044,Los Angeles,,677646,677646,,10/06/2025,
BMO Bank National Association,LOS ANGELES - 8492 SOUTH VERMONT AVENUE BRANCH,8492 S Vermont Ave,Los Angeles,CA,90044,Los Angeles,,677815,677815,,10/06/2025,
BMO Bank National Association,LOS ANGELES-6200 W SUNSET BLVD BRANCH,6200 W Sunset Blvd Ste 1110,Los Angeles,CA,90028,Los Angeles,,677816,677816,,09/29/2025,
